,bsd,date,endtime,id,name,starttime,street,town,url,zipcode,address,geocodestatus_try1,geocodestatus_try2,lat,long
0,ns,2016-09-11,14:00,1764,Heinrich-Behnken-Schule,10:30,Schulstraße 13,Selsingen,"terminerinnerung.php?event_id=1764&&
              bsd=ns&&
              date=2016-09-11&&
              start=10:30&&
              end=14:00&&
              name1=Heinrich-Behnken-Schule&&
              name2=&&
              street=Schulstra%DFe+13&&
              plz=27446&&
              town=Selsingen&&
              tort=558",27446,"Schulstraße 13, 27446 Selsingen",1,0,53.3741003,9.2101647
1,ns,2016-09-11,17:00,1326,Messe Halle 5 Stand G70,10:00,Bürgerweide,Bremen,"terminerinnerung.php?event_id=1326&&
              bsd=ns&&
              date=2016-09-11&&
              start=10:00&&
              end=17:00&&
              name1=Messe+Halle+5+Stand+G70&&
              name2=&&
              street=B%FCrgerweide&&
              plz=28215&&
              town=Bremen&&
              tort=1339",28215,"Bürgerweide, 28215 Bremen",1,0,53.0865387,8.81443174517
2,ns,2016-09-11,15:00,1149,Grundschule 'Auf den Heuen',11:00,An der Fuchtelkuhle 15,Bremen,"terminerinnerung.php?event_id=1149&&
              bsd=ns&&
              date=2016-09-11&&
              start=11:00&&
              end=15:00&&
              name1=Grundschule+%27Auf+den+Heuen%27&&
              name2=&&
              street=An+der+Fuchtelkuhle+15&&
              plz=28239&&
              town=Bremen&&
              tort=547",28239,"An der Fuchtelkuhle 15, 28239 Bremen",1,0,53.1346146,8.72923615
3,ns,2016-09-11,15:00,1197,Kaiserpfalz,11:00,Kaiserbleek 6,Goslar,"terminerinnerung.php?event_id=1197&&
              bsd=ns&&
              date=2016-09-11&&
              start=11:00&&
              end=15:00&&
              name1=Kaiserpfalz&&
              name2=&&
              street=Kaiserbleek+6&&
              plz=38640&&
              town=Goslar&&
              tort=8430",38640,"Kaiserbleek 6, 38640 Goslar",1,0,51.9035089,10.4285769
4,west,2016-09-11,15:00,3233,DRK-Haus,11:00,Beurhausstr. 71,Dortmund,"terminerinnerung.php?event_id=3233&&
              bsd=west&&
              date=2016-09-11&&
              start=11:00&&
              end=15:00&&
              name1=DRK-Haus&&
              name2=&&
              street=Beurhausstr.+71&&
              plz=44137&&
              town=Dortmund&&
              tort=05144",44137,"Beurhausstr. 71, 44137 Dortmund",1,0,51.5091687,7.45269281236
5,west,2016-09-11,14:00,4024,Kath. Kirchengemeinde,10:00,Terwellenweg 13,Haltern am See,"terminerinnerung.php?event_id=4024&&
              bsd=west&&
              date=2016-09-11&&
              start=10:00&&
              end=14:00&&
              name1=Kath.+Kirchengemeinde&&
              name2=&&
              street=Terwellenweg+13&&
              plz=45721&&
              town=Haltern+am+See&&
              tort=hahu ",45721,"Terwellenweg 13, 45721 Haltern am See",1,0,51.7371621,7.29075227075
6,west,2016-09-11,18:00,4023,McDonald`s Restaurant,13:00,Adenauerallee 126 a,Gelsenkirchen,"terminerinnerung.php?event_id=4023&&
              bsd=west&&
              date=2016-09-11&&
              start=13:00&&
              end=18:00&&
              name1=McDonald%60s+Restaurant&&
              name2=&&
              street=Adenauerallee+126+a&&
              plz=45891&&
              town=Gelsenkirchen&&
              tort=gemd ",45891,"Adenauerallee 126 a, 45891 Gelsenkirchen",1,0,51.5517291,7.0766076452
7,west,2016-09-11,14:30,4025,DJK Sporthalle,11:00,Am Hagelkreuz 1,Bocholt,"terminerinnerung.php?event_id=4025&&
              bsd=west&&
              date=2016-09-11&&
              start=11:00&&
              end=14:30&&
              name1=DJK+Sporthalle&&
              name2=&&
              street=Am+Hagelkreuz+1&&
              plz=46395&&
              town=Bocholt&&
              tort=LIEF ",46395,"Am Hagelkreuz 1, 46395 Bocholt",1,0,51.83334395,6.5383155994
8,west,2016-09-11,12:30,2256,Gem.-Grundschule,09:00,Am Hellenkamp,"Heinsberg , Rheinl","terminerinnerung.php?event_id=2256&&
              bsd=west&&
              date=2016-09-11&&
              start=09:00&&
              end=12:30&&
              name1=Gem.-Grundschule&&
              name2=&&
              street=Am+Hellenkamp&&
              plz=52525&&
              town=Heinsberg+%2C+Rheinl&&
              tort=51407",52525,"Am Hellenkamp, 52525 Heinsberg , Rheinl",1,0,51.0214804,6.1718651
9,west,2016-09-11,13:00,3234,"Gemeindehaus ""Maria Frieden""",10:30,Friedenstr. 2,Lippstadt,"terminerinnerung.php?event_id=3234&&
              bsd=west&&
              date=2016-09-11&&
              start=10:30&&
              end=13:00&&
              name1=Gemeindehaus+%22Maria+Frieden%22&&
              name2=&&
              street=Friedenstr.+2&&
              plz=59558&&
              town=Lippstadt&&
              tort=10019",59558,"Friedenstr. 2, 59558 Lippstadt",1,0,51.7063814,8.3623542
10,west,2016-09-11,15:00,3232,DRK-Heim,11:00,Rathausplatz 5,Sundern (Sauerland),"terminerinnerung.php?event_id=3232&&
              bsd=west&&
              date=2016-09-11&&
              start=11:00&&
              end=15:00&&
              name1=DRK-Heim&&
              name2=&&
              street=Rathausplatz+5&&
              plz=59846&&
              town=Sundern+%28Sauerland%29&&
              tort=01029",59846,"Rathausplatz 5, 59846 Sundern (Sauerland)",1,0,51.295494,7.9876447
11,ost,2016-09-12,19:00,7828,INSTITUT DRESDEN,06:30,Blasewitzer Str. 68/70,Dresden,"terminerinnerung.php?event_id=7828&&
              bsd=ost&&
              date=2016-09-12&&
              start=06:30&&
              end=19:00&&
              name1=INSTITUT+DRESDEN&&
              name2=&&
              street=Blasewitzer+Str.+68%2F70&&
              plz=01307&&
              town=Dresden&&
              tort=8019X",01307,"Blasewitzer Str. 68/70, 01307 Dresden",1,0,51.0529522,13.7800831
12,ost,2016-09-12,19:00,7827,RADEBEUL HORT REBLÄUSE,16:00,Winzerstraße 59,Radebeul,"terminerinnerung.php?event_id=7827&&
              bsd=ost&&
              date=2016-09-12&&
              start=16:00&&
              end=19:00&&
              name1=RADEBEUL+HORT+REBL%C4USE&&
              name2=&&
              street=Winzerstra%DFe+59&&
              plz=01445&&
              town=Radebeul&&
              tort=8122S",01445,"Winzerstraße 59, 01445 Radebeul",1,0,51.1123885,13.6334105
13,ost,2016-09-12,18:30,7826,COSWIG-SPITZGRUND ALTENPFLEGE-,15:30,"HEIM, Friedewaldstr. 10",Coswig,"terminerinnerung.php?event_id=7826&&
              bsd=ost&&
              date=2016-09-12&&
              start=15:30&&
              end=18:30&&
              name1=COSWIG-SPITZGRUND+ALTENPFLEGE-&&
              name2=&&
              street=HEIM%2C+Friedewaldstr.+10&&
              plz=01640&&
              town=Coswig&&
              tort=8270C",01640,"HEIM, Friedewaldstr. 10, 01640 Coswig",1,0,51.13822385,13.5947755324
14,ost,2016-09-12,18:00,7825,BAUTZEN KRANKENHAUS,13:00,Flinzstraße 1,Bautzen,"terminerinnerung.php?event_id=7825&&
              bsd=ost&&
              date=2016-09-12&&
              start=13:00&&
              end=18:00&&
              name1=BAUTZEN+KRANKENHAUS&&
              name2=&&
              street=Flinzstra%DFe+1&&
              plz=02625&&
              town=Bautzen&&
              tort=8600L",02625,"Flinzstraße 1, 02625 Bautzen",1,0,51.1927261,14.4396216
15,ost,2016-09-12,11:30,7824,GÖRLITZ BLUTSPENDEZENTRUM,09:00,Zeppelinstraße 43,Görlitz,"terminerinnerung.php?event_id=7824&&
              bsd=ost&&
              date=2016-09-12&&
              start=09:00&&
              end=11:30&&
              name1=G%D6RLITZ+BLUTSPENDEZENTRUM&&
              name2=&&
              street=Zeppelinstra%DFe+43&&
              plz=02828&&
              town=G%F6rlitz&&
              tort=8900X",02828,"Zeppelinstraße 43, 02828 Görlitz",1,0,51.159827,14.9735662
16,ost,2016-09-12,18:30,7829,HOYERSWERDA WK10 BSZ,13:30,"""K. Zuse"", K.-Kollwitz-Str. 5",Hoyerswerda,"terminerinnerung.php?event_id=7829&&
              bsd=ost&&
              date=2016-09-12&&
              start=13:30&&
              end=18:30&&
              name1=HOYERSWERDA+WK10+BSZ&&
              name2=&&
              street=%22K.+Zuse%22%2C+K.-Kollwitz-Str.+5&&
              plz=02977&&
              town=Hoyerswerda&&
              tort=7700A",02977,"""K. Zuse"", K.-Kollwitz-Str. 5, 02977 Hoyerswerda",1,0,51.4562667,14.2641861
17,ost,2016-09-12,19:00,8184,DRK-Blutspendedienst,15:00,Thiemstr. 105,Cottbus,"terminerinnerung.php?event_id=8184&&
              bsd=ost&&
              date=2016-09-12&&
              start=15:00&&
              end=19:00&&
              name1=DRK-Blutspendedienst&&
              name2=&&
              street=Thiemstr.+105&&
              plz=03050&&
              town=Cottbus&&
              tort=19000",03050,"Thiemstr. 105, 03050 Cottbus",1,0,51.74183975,14.3244593596
18,ost,2016-09-12,19:00,8039,"Schulzentrum ""Dr. Albert Schweitzer""",15:00,Pestalozzistr. 13,Vetschau /Spreewald,"terminerinnerung.php?event_id=8039&&
              bsd=ost&&
              date=2016-09-12&&
              start=15:00&&
              end=19:00&&
              name1=Schulzentrum+%22Dr.+Albert+Schweitzer%22&&
              name2=&&
              street=Pestalozzistr.+13&&
              plz=03226&&
              town=Vetschau+%2FSpreewald&&
              tort=16501",03226,"Pestalozzistr. 13, 03226 Vetschau /Spreewald",1,0,51.78217225,14.086196589
19,ost,2016-09-12,19:00,7831,Markkleeberg Betreutes Wohnen,15:00,Sonnesiedlung 8,Markkleeberg,"terminerinnerung.php?event_id=7831&&
              bsd=ost&&
              date=2016-09-12&&
              start=15:00&&
              end=19:00&&
              name1=Markkleeberg+Betreutes+Wohnen&&
              name2=&&
              street=Sonnesiedlung+8&&
              plz=04416&&
              town=Markkleeberg&&
              tort=4179E",04416,"Sonnesiedlung 8, 04416 Markkleeberg",1,0,51.28162345,12.364728594
20,ost,2016-09-12,19:00,7830,Schkeuditz Leibniz-GS,15:00,Ringstr. 10,Schkeuditz,"terminerinnerung.php?event_id=7830&&
              bsd=ost&&
              date=2016-09-12&&
              start=15:00&&
              end=19:00&&
              name1=Schkeuditz+Leibniz-GS&&
              name2=&&
              street=Ringstr.+10&&
              plz=04435&&
              town=Schkeuditz&&
              tort=4179H",04435,"Ringstr. 10, 04435 Schkeuditz",1,0,51.39444025,12.2227067533
21,ost,2016-09-12,19:00,8114,Grundschule,15:00,An der Postsäule 10-12,Mühlberg,"terminerinnerung.php?event_id=8114&&
              bsd=ost&&
              date=2016-09-12&&
              start=15:00&&
              end=19:00&&
              name1=Grundschule&&
              name2=&&
              street=An+der+Posts%E4ule+10-12&&
              plz=04931&&
              town=M%FChlberg&&
              tort=15506",04931,"An der Postsäule 10-12, 04931 Mühlberg",1,0,51.4325003,13.2192739
22,ns,2016-09-12,19:30,553,Dorint Hotel Charlottenhof,15:30,Dorotheenstraße 12,Halle,"terminerinnerung.php?event_id=553&&
              bsd=ns&&
              date=2016-09-12&&
              start=15:30&&
              end=19:30&&
              name1=Dorint+Hotel+Charlottenhof&&
              name2=&&
              street=Dorotheenstra%DFe+12&&
              plz=06108&&
              town=Halle&&
              tort=3947",06108,"Dorotheenstraße 12, 06108 Halle",1,0,51.4796809,11.9811275323
23,ns,2016-09-12,19:30,510,Seelandschule,16:00,Schulstraße 15,Nachterstedt,"terminerinnerung.php?event_id=510&&
              bsd=ns&&
              date=2016-09-12&&
              start=16:00&&
              end=19:30&&
              name1=Seelandschule&&
              name2=&&
              street=Schulstra%DFe+15&&
              plz=06469&&
              town=Nachterstedt&&
              tort=3462",06469,"Schulstraße 15, 06469 Nachterstedt",1,0,51.7980525,11.3398097
24,ns,2016-09-12,19:30,537,DRK 'Betreutes Wohnen',14:30,Käthe-Kruse-Straße 17/18,Bad Kösen,"terminerinnerung.php?event_id=537&&
              bsd=ns&&
              date=2016-09-12&&
              start=14:30&&
              end=19:30&&
              name1=DRK+%27Betreutes+Wohnen%27&&
              name2=&&
              street=K%E4the-Kruse-Stra%DFe+17%2F18&&
              plz=06628&&
              town=Bad+K%F6sen&&
              tort=3379",06628,"Käthe-Kruse-Straße 17/18, 06628 Bad Kösen",1,0,51.1355386,11.7244651
25,ns,2016-09-12,19:30,538,John-Schehr-Saal,16:30,Schrebergartenstraße 10,Greppin,"terminerinnerung.php?event_id=538&&
              bsd=ns&&
              date=2016-09-12&&
              start=16:30&&
              end=19:30&&
              name1=John-Schehr-Saal&&
              name2=&&
              street=Schrebergartenstra%DFe+10&&
              plz=06803&&
              town=Greppin&&
              tort=3169",06803,"Schrebergartenstraße 10, 06803 Greppin",1,0,51.6502271,12.3023032
26,ns,2016-09-12,19:00,949,Vereinshaus,16:00,Allee 3,Caaschwitz,"terminerinnerung.php?event_id=949&&
              bsd=ns&&
              date=2016-09-12&&
              start=16:00&&
              end=19:00&&
              name1=Vereinshaus&&
              name2=&&
              street=Allee+3&&
              plz=07586&&
              town=Caaschwitz&&
              tort=5148",07586,"Allee 3, 07586 Caaschwitz",1,0,50.9462781,11.9890635
27,ns,2016-09-12,19:30,947,Rotkreuzhaus,15:30,Jenaer Str. 48a,Eisenberg,"terminerinnerung.php?event_id=947&&
              bsd=ns&&
              date=2016-09-12&&
              start=15:30&&
              end=19:30&&
              name1=Rotkreuzhaus&&
              name2=&&
              street=Jenaer+Str.+48a&&
              plz=07607&&
              town=Eisenberg&&
              tort=5214",07607,"Jenaer Str. 48a, 07607 Eisenberg",1,0,50.9714486,11.87677465
28,ost,2016-09-12,19:00,7819,"ZW.-PÖLBITZ, DITTESSCHULE",15:00,Leipziger Straße 107,Zwickau,"terminerinnerung.php?event_id=7819&&
              bsd=ost&&
              date=2016-09-12&&
              start=15:00&&
              end=19:00&&
              name1=ZW.-P%D6LBITZ%2C+DITTESSCHULE&&
              name2=&&
              street=Leipziger+Stra%DFe+107&&
              plz=08058&&
              town=Zwickau&&
              tort=9550A",08058,"Leipziger Straße 107, 08058 Zwickau",1,0,50.7346403,12.4904893
29,ost,2016-09-12,19:00,7820,"Zschorlau, Haus der Vereine",13:30,Dr.-Otto-Nuschke-Str. 50,Zschorlau,"terminerinnerung.php?event_id=7820&&
              bsd=ost&&
              date=2016-09-12&&
              start=13:30&&
              end=19:00&&
              name1=Zschorlau%2C+Haus+der+Vereine&&
              name2=&&
              street=Dr.-Otto-Nuschke-Str.+50&&
              plz=08321&&
              town=Zschorlau&&
              tort=9416C",08321,"Dr.-Otto-Nuschke-Str. 50, 08321 Zschorlau",1,0,50.569158,12.6528153
30,ost,2016-09-12,19:00,7818,LEUBNITZ/SA. OBERSCHULE,16:00,Schulstraße 3,Werdau,"terminerinnerung.php?event_id=7818&&
              bsd=ost&&
              date=2016-09-12&&
              start=16:00&&
              end=19:00&&
              name1=LEUBNITZ%2FSA.+OBERSCHULE&&
              name2=&&
              street=Schulstra%DFe+3&&
              plz=08412&&
              town=Werdau&&
              tort=9620H",08412,"Schulstraße 3, 08412 Werdau",1,0,50.7228298,12.3651346
31,ost,2016-09-12,17:00,7823,Chemnitz DKB,14:00,Salzstr. 1,Chemnitz,"terminerinnerung.php?event_id=7823&&
              bsd=ost&&
              date=2016-09-12&&
              start=14:00&&
              end=17:00&&
              name1=Chemnitz+DKB&&
              name2=&&
              street=Salzstr.+1&&
              plz=09113&&
              town=Chemnitz&&
              tort=9003E",09113,"Salzstr. 1, 09113 Chemnitz",1,0,50.8423297,12.9066236
32,ost,2016-09-12,19:00,7822,Chemnitz DRK-Blutspendedienst,14:00,Zeisigwaldstraße 103,Chemnitz,"terminerinnerung.php?event_id=7822&&
              bsd=ost&&
              date=2016-09-12&&
              start=14:00&&
              end=19:00&&
              name1=Chemnitz+DRK-Blutspendedienst&&
              name2=&&
              street=Zeisigwaldstra%DFe+103&&
              plz=09130&&
              town=Chemnitz&&
              tort=907KX",09130,"Zeisigwaldstraße 103, 09130 Chemnitz",1,0,50.84006395,12.9621832391
33,ost,2016-09-12,19:00,7821,Annaberg Haus der Hoffnung,14:30,Barbara-Uthmann-Ring 157,Annaberg-Buchholz,"terminerinnerung.php?event_id=7821&&
              bsd=ost&&
              date=2016-09-12&&
              start=14:30&&
              end=19:00&&
              name1=Annaberg+Haus+der+Hoffnung&&
              name2=&&
              street=Barbara-Uthmann-Ring+157&&
              plz=09456&&
              town=Annaberg-Buchholz&&
              tort=9300C",09456,"Barbara-Uthmann-Ring 157, 09456 Annaberg-Buchholz",1,0,50.5937932,13.0097384387
34,ost,2016-09-12,18:00,7942,Ev. Gemeindezentrum am Fennpfuhl,15:00,Paul-Junius-Str. 75,Berlin,"terminerinnerung.php?event_id=7942&&
              bsd=ost&&
              date=2016-09-12&&
              start=15:00&&
              end=18:00&&
              name1=Ev.+Gemeindezentrum+am+Fennpfuhl&&
              name2=&&
              street=Paul-Junius-Str.+75&&
              plz=10369&&
              town=Berlin&&
              tort=11504",10369,"Paul-Junius-Str. 75, 10369 Berlin",1,0,52.5287227,13.4777109
35,ost,2016-09-12,19:00,7971,"DRK Blutspende am Klinikum Haus I, Eingang Hebbelstr.1",07:00,Charlottenstr. 72,Potsdam,"terminerinnerung.php?event_id=7971&&
              bsd=ost&&
              date=2016-09-12&&
              start=07:00&&
              end=19:00&&
              name1=DRK+Blutspende+am+Klinikum+Haus+I%2C+Eingang+Hebbelstr.1&&
              name2=&&
              street=Charlottenstr.+72&&
              plz=14467&&
              town=Potsdam&&
              tort=20007",14467,"Charlottenstr. 72, 14467 Potsdam",1,0,52.4024353,13.0668885
36,ost,2016-09-12,18:30,8092,DRK-Blutspendezentrum,14:00,Heilbronner Str. 1/Haus 4,Frankfurt (Oder),"terminerinnerung.php?event_id=8092&&
              bsd=ost&&
              date=2016-09-12&&
              start=14:00&&
              end=18:30&&
              name1=DRK-Blutspendezentrum&&
              name2=&&
              street=Heilbronner+Str.+1%2FHaus+4&&
              plz=15230&&
              town=Frankfurt+%28Oder%29&&
              tort=32000",15230,"Heilbronner Str. 1/Haus 4, 15230 Frankfurt (Oder)",-99,0,,
37,ost,2016-09-12,20:00,6996,Südring Center Rangsdorf,16:00,Klein Kienitzer Str. 2,Rangsdorf,"terminerinnerung.php?event_id=6996&&
              bsd=ost&&
              date=2016-09-12&&
              start=16:00&&
              end=20:00&&
              name1=S%FCdring+Center+Rangsdorf&&
              name2=&&
              street=Klein+Kienitzer+Str.+2&&
              plz=15834&&
              town=Rangsdorf&&
              tort=22557",15834,"Klein Kienitzer Str. 2, 15834 Rangsdorf",1,0,52.2994462,13.4576935
38,ost,2016-09-12,19:00,8061,DRK-Kreisgeschäftsstelle Oranienburg,15:30,Berliner Str. 104,Oranienburg,"terminerinnerung.php?event_id=8061&&
              bsd=ost&&
              date=2016-09-12&&
              start=15:30&&
              end=19:00&&
              name1=DRK-Kreisgesch%E4ftsstelle+Oranienburg&&
              name2=&&
              street=Berliner+Str.+104&&
              plz=16515&&
              town=Oranienburg&&
              tort=24019",16515,"Berliner Str. 104, 16515 Oranienburg",1,0,52.74299215,13.2393945332
39,mv,2016-09-12,18:00,478,Grundschule,15:00,Rosenstr. 4,Jarmen,"terminerinnerung.php?event_id=478&&
              bsd=mv&&
              date=2016-09-12&&
              start=15:00&&
              end=18:00&&
              name1=Grundschule&&
              name2=Pavillon+1&&
              street=Rosenstr.+4&&
              plz=17126&&
              town=Jarmen&&
              tort=30400200",17126,"Rosenstr. 4, 17126 Jarmen",1,0,53.92466255,13.3373628209
40,mv,2016-09-12,18:00,476,DRK Seniorenzentrum,14:00,Güstrower Str. 6,Teterow,"terminerinnerung.php?event_id=476&&
              bsd=mv&&
              date=2016-09-12&&
              start=14:00&&
              end=18:00&&
              name1=DRK+Seniorenzentrum&&
              name2=&&
              street=G%FCstrower+Str.+6&&
              plz=17166&&
              town=Teterow&&
              tort=30300100",17166,"Güstrower Str. 6, 17166 Teterow",1,0,53.77822935,12.5699662501
41,mv,2016-09-12,18:00,477,Kreiskrankenhaus,14:00,Chausseestr. 46,Wolgast,"terminerinnerung.php?event_id=477&&
              bsd=mv&&
              date=2016-09-12&&
              start=14:00&&
              end=18:00&&
              name1=Kreiskrankenhaus&&
              name2=Physiotherapie&&
              street=Chausseestr.+46&&
              plz=17438&&
              town=Wolgast&&
              tort=40006400",17438,"Chausseestr. 46, 17438 Wolgast",1,0,54.0519541,13.7656928569
42,mv,2016-09-12,13:00,479,Landratsgebäude d. Landkreises,10:00,Am Wall 3-5,Güstrow,"terminerinnerung.php?event_id=479&&
              bsd=mv&&
              date=2016-09-12&&
              start=10:00&&
              end=13:00&&
              name1=Landratsgeb%E4ude+d.+Landkreises&&
              name2=Rostock+in+G%FCstrow&&
              street=Am+Wall+3-5&&
              plz=18273&&
              town=G%FCstrow&&
              tort=60009700",18273,"Am Wall 3-5, 18273 Güstrow",-99,0,,
43,mv,2016-09-12,18:00,473,Haustermin,12:00,Wismarsche Str. 298,Schwerin,"terminerinnerung.php?event_id=473&&
              bsd=mv&&
              date=2016-09-12&&
              start=12:00&&
              end=18:00&&
              name1=Haustermin&&
              name2=&&
              street=Wismarsche+Str.+298&&
              plz=19055&&
              town=Schwerin&&
              tort=53100200",19055,"Wismarsche Str. 298, 19055 Schwerin",1,0,53.64545075,11.4071647989
44,ost,2016-09-12,19:00,7078,DRK-Seniorentreff Eingang über Wiesengrund,15:00,Friedensstr. 4b,Perleberg,"terminerinnerung.php?event_id=7078&&
              bsd=ost&&
              date=2016-09-12&&
              start=15:00&&
              end=19:00&&
              name1=DRK-Seniorentreff+Eingang+%FCber+Wiesengrund&&
              name2=&&
              street=Friedensstr.+4b&&
              plz=19348&&
              town=Perleberg&&
              tort=26004",19348,"Friedensstr. 4b, 19348 Perleberg",-99,0,,
45,nord,2016-09-12,19:00,5739,{},16:00,Allermöher Deich 437,Hamburg,"terminerinnerung.php?event_id=5739&&
              bsd=nord&&
              date=2016-09-12&&
              start=16:00&&
              end=19:00&&
              name1=&&
              name2=Drk-Kreisverband&&
              street=Allerm%F6her+Deich+437&&
              plz=21035&&
              town=Hamburg&&
              tort=210351",21035,"Allermöher Deich 437, 21035 Hamburg",1,0,53.46947285,10.1763100759
46,ns,2016-09-12,20:00,1419,Turnhalle Hoopte,16:00,Hoopter Sportplatz 2,Winsen,"terminerinnerung.php?event_id=1419&&
              bsd=ns&&
              date=2016-09-12&&
              start=16:00&&
              end=20:00&&
              name1=Turnhalle+Hoopte&&
              name2=&&
              street=Hoopter+Sportplatz+2&&
              plz=21423&&
              town=Winsen&&
              tort=662",21423,"Hoopter Sportplatz 2, 21423 Winsen",1,0,53.39801335,10.1589822429
47,ns,2016-09-12,20:00,1418,Grundschule,15:30,Schulstraße 11,Apensen,"terminerinnerung.php?event_id=1418&&
              bsd=ns&&
              date=2016-09-12&&
              start=15:30&&
              end=20:00&&
              name1=Grundschule&&
              name2=&&
              street=Schulstra%DFe+11&&
              plz=21641&&
              town=Apensen&&
              tort=505",21641,"Schulstraße 11, 21641 Apensen",1,0,53.4368084,9.6167028
48,nord,2016-09-12,19:30,5742,{},16:00,Oldesloer Str. 9,Sülfeld,"terminerinnerung.php?event_id=5742&&
              bsd=nord&&
              date=2016-09-12&&
              start=16:00&&
              end=19:30&&
              name1=&&
              name2=Grund-+Und+Gemeinschaftsschule&&
              street=Oldesloer+Str.+9&&
              plz=23867&&
              town=S%FClfeld&&
              tort=238671",23867,"Oldesloer Str. 9, 23867 Sülfeld",1,0,53.8000359,10.2341868
49,mv,2016-09-12,19:00,474,"""Grundschule"""" Am Oberteich""""""",15:00,Amtsstr. 2,Schönberg,"terminerinnerung.php?event_id=474&&
              bsd=mv&&
              date=2016-09-12&&
              start=15:00&&
              end=19:00&&
              name1=%22Grundschule%22%22+Am+Oberteich%22%22%22&&
              name2=&&
              street=Amtsstr.+2&&
              plz=23923&&
              town=Sch%F6nberg&&
              tort=51102000",23923,"Amtsstr. 2, 23923 Schönberg",1,0,53.8487204,10.9336963
50,nord,2016-09-12,19:30,5738,{},17:00,An Der Schule 9,Schwedeneck,"terminerinnerung.php?event_id=5738&&
              bsd=nord&&
              date=2016-09-12&&
              start=17:00&&
              end=19:30&&
              name1=&&
              name2=Kita+Drk+Schwedeneck&&
              street=An+Der+Schule+9&&
              plz=24229&&
              town=Schwedeneck&&
              tort=242294",24229,"An Der Schule 9, 24229 Schwedeneck",1,0,54.4713523,10.0731803
51,nord,2016-09-12,19:30,5743,{},16:00,Schulstr. 1 / Haupteingang,Hohn,"terminerinnerung.php?event_id=5743&&
              bsd=nord&&
              date=2016-09-12&&
              start=16:00&&
              end=19:30&&
              name1=&&
              name2=Theodor-Storm-Schule&&
              street=Schulstr.+1+%2F+Haupteingang&&
              plz=24806&&
              town=Hohn&&
              tort=248061",24806,"Schulstr. 1 / Haupteingang, 24806 Hohn",1,0,54.3001985,9.5079802
52,nord,2016-09-12,19:30,5737,{},16:00,Juliengardeweg 9,Itzehoe,"terminerinnerung.php?event_id=5737&&
              bsd=nord&&
              date=2016-09-12&&
              start=16:00&&
              end=19:30&&
              name1=&&
              name2=Reg.+Berufsbildungszentrum&&
              street=Juliengardeweg+9&&
              plz=25524&&
              town=Itzehoe&&
              tort=255249",25524,"Juliengardeweg 9, 25524 Itzehoe",1,0,53.932422,9.51599543358
53,nord,2016-09-12,19:30,5740,{},16:00,Alter Landweg 2,Weddingstedt,"terminerinnerung.php?event_id=5740&&
              bsd=nord&&
              date=2016-09-12&&
              start=16:00&&
              end=19:30&&
              name1=&&
              name2=Grundschule&&
              street=Alter+Landweg+2&&
              plz=25795&&
              town=Weddingstedt&&
              tort=257951",25795,"Alter Landweg 2, 25795 Weddingstedt",1,0,54.2359678,9.08869884914
54,nord,2016-09-12,19:30,5741,{},16:00,Ohlsdorfer Str. 19,St. Peter-Ording,"terminerinnerung.php?event_id=5741&&
              bsd=nord&&
              date=2016-09-12&&
              start=16:00&&
              end=19:30&&
              name1=&&
              name2=Ev.+Gemeindezentrum&&
              street=Ohlsdorfer+Str.+19&&
              plz=25826&&
              town=St.+Peter-Ording&&
              tort=258261",25826,"Ohlsdorfer Str. 19, 25826 St. Peter-Ording",1,0,54.3111632,8.608674
55,ns,2016-09-12,20:00,1559,Grundschule,17:00,Glatzer Straße 1,Schortens - Roffhausen,"terminerinnerung.php?event_id=1559&&
              bsd=ns&&
              date=2016-09-12&&
              start=17:00&&
              end=20:00&&
              name1=Grundschule&&
              name2=&&
              street=Glatzer+Stra%DFe+1&&
              plz=26419&&
              town=Schortens+-+Roffhausen&&
              tort=301",26419,"Glatzer Straße 1, 26419 Schortens - Roffhausen",1,0,53.526651,8.0375479
56,ns,2016-09-12,20:00,1240,Grundschule,17:00,An der Schule 1,Hinte,"terminerinnerung.php?event_id=1240&&
              bsd=ns&&
              date=2016-09-12&&
              start=17:00&&
              end=20:00&&
              name1=Grundschule&&
              name2=&&
              street=An+der+Schule+1&&
              plz=26759&&
              town=Hinte&&
              tort=16",26759,"An der Schule 1, 26759 Hinte",1,0,53.4269338,7.2353311928
57,ns,2016-09-12,20:00,1162,Haus der Begegnung,15:30,Rotenburger Straße 11,Fintel,"terminerinnerung.php?event_id=1162&&
              bsd=ns&&
              date=2016-09-12&&
              start=15:30&&
              end=20:00&&
              name1=Haus+der+Begegnung&&
              name2=&&
              street=Rotenburger+Stra%DFe+11&&
              plz=27389&&
              town=Fintel&&
              tort=632",27389,"Rotenburger Straße 11, 27389 Fintel",1,0,53.1706506,9.6655168
58,ns,2016-09-12,20:00,1526,Hotel 'Stadt Frankfurt',16:00,Mühlenstraße 31,Nordholz,"terminerinnerung.php?event_id=1526&&
              bsd=ns&&
              date=2016-09-12&&
              start=16:00&&
              end=20:00&&
              name1=Hotel+%27Stadt+Frankfurt%27&&
              name2=&&
              street=M%FChlenstra%DFe+31&&
              plz=27637&&
              town=Nordholz&&
              tort=493",27637,"Mühlenstraße 31, 27637 Nordholz",1,0,53.7743404,8.5881802
